Date,CE_M1_D1,CE_M1_D2,CE_M1_D3,CE_M1_D4,CE_M2_D1,CE_M2_D2,CE_M2_D3,CE_M2_D4,CE_M3_D1,CE_M3_D2,CE_M3_D3,CE_M3_D4,CE_M4_D1,CE_M4_D2,CE_M4_D3,CE_M4_D4,CE_M5_D1,CE_M5_D2,CE_M5_D3,CE_M5_D4,PE_M1_D1,PE_M1_D2,PE_M1_D3,PE_M1_D4,PE_M2_D1,PE_M2_D2,PE_M2_D3,PE_M2_D4,PE_M3_D1,PE_M3_D2,PE_M3_D3,PE_M3_D4,PE_M4_D1,PE_M4_D2,PE_M4_D3,PE_M4_D4,PE_M5_D1,PE_M5_D2,PE_M5_D3,PE_M5_D4,Spot,VIX,ATM_IV,ATM_IV_1d_chg,ATM_IV_5d_chg,Skew_D1,Skew_D2,TermSlope_CE,TermSlope_PE,SmileWidth_CE,SmileWidth_PE,Nifty_Return,Nifty_5d_Return,RealVol_5d,RealVol_10d,VIX_1d_chg,VIX_5d_chg,IV_Premium,OI_CE,OI_PE,PCR,OI_CE_chg,OI_PE_chg,DayOfWeek,IsExpiry,DaysSinceExpiry,Month,ATM_IV_lag1,ATM_IV_lag5,Skew_D1_lag1,Skew_D1_lag5,TermSlope_CE_lag1,TermSlope_CE_lag5,PCR_lag1,PCR_lag5,VIX_lag1,VIX_lag5
2024-01-15,0.2594551592889945,0.1708786779393214,0.127901554761077,0.1262620603326546,0.1983681451686862,0.1530359525958378,0.1640853262566394,0.1241999245273467,0.1418106594236309,0.1346205766892722,0.1495081527843989,0.1426789141463061,0.1326278940752404,0.127237578444768,0.1400765216956386,0.1342342940442039,0.1882423793111985,0.1338441280401787,0.1372972987476225,0.1323709155252986,0.2469373957695671,0.1816414463810439,0.1698993879062705,0.1544934796641135,0.1834891557405495,0.1538693680120366,0.1502595611173849,0.1491093057254693,0.1366176946149611,0.1349441151493119,0.1384591576695323,0.1414209153127568,0.1163152707948132,0.1282406499599684,0.1209269718126328,0.1210651000538367,0.1703726204687073,0.1186593277016702,0.1191549900487514,0.1193912926769809,22097.44921875,13.789999961853027,0.14000752322377127,0.011129680241695555,0.010077294944464021,-0.00519296480866982,0.00032353846003971287,-0.0008682547226751824,-0.004803220697795707,0.11764449986536357,0.11031970115460601,0.009267074694848665,0.02716725787895702,0.07411218472649005,0.10532969337806943,0.689999580383299,0.3299999237060547,0.06589533849728123,110479500,125022400,1.1316343756081444,0.189845770605787,0.10378193882965348,0,0,2,1,0.12887784298207572,0.12993022827930725,-0.003544276975596408,-0.006128974317665098,-0.01960586200989499,-0.004801561339630306,1.2198699111865718,0.7587412271441587,13.100000381469728,13.460000038146973
2024-01-16,0.2632503231515309,0.137092951200047,0.1269540376147504,0.1259787848760652,0.1323299198774184,0.1061631176102221,0.1390036370410733,0.133189699248374,0.1297881498183447,0.1168353468925919,0.1349022621778003,0.133845052545329,0.1493465811739281,0.1219095227589865,0.1349386428986155,0.132966472979402,0.2210537697312322,0.1339721141269509,0.13898159889835,0.1340200332930209,0.2687903425557273,0.1752626960451231,0.1654182840354148,0.121677355884454,0.188796466987221,0.1506264450367459,0.1495369889983752,0.1476807423268371,0.1480234500307229,0.1451357252310177,0.1456579571844279,0.1437865891255543,0.187419550403106,0.1553426351661453,0.1208375321419762,0.1207451440677555,0.3104275768840349,0.1778198563006731,0.1185312219047351,0.1192351748148386,22032.30078125,13.56999969482422,0.13724681662572358,-0.0027607065980476964,0.008810231223416537,0.018235300212378208,0.028300378338425802,-0.004056902726984307,0.004236860905168588,0.13346217333318622,0.12076689252500442,-0.0029482333845447517,0.022624951239524682,0.09305578296369632,0.10460906912356806,-0.22000026702880682,0.3099994659423846,0.04419103366202726,129724150,123830500,0.9545678271933176,0.1741920446779719,-0.009533491598305632,1,0,3,1,0.14000752322377127,0.12843658540230704,-0.00519296480866982,-0.0010632916900691902,-0.0008682547226751824,-0.004312050398746103,1.1316343756081444,0.7952719186780306,13.789999961853027,13.260000228881836
2024-01-17,0.2964131586647076,0.1618434531940247,0.129080340565962,0.1280087691848045,0.178012700178154,0.1668067323998674,0.1258729439076431,0.125558132792747,0.1732030428262315,0.1595182211980036,0.1727997825959389,0.1662367393479338,0.2143707773087872,0.1552307420194158,0.1643911741620096,0.162310833467474,0.3387476073408367,0.1635436206051618,0.1652869165758089,0.1602782004692867,0.304956840133139,0.1996506234374245,0.1820401715620538,0.1236550953019746,0.2172424332620361,0.1781919758889917,0.1696865931018688,0.1235803594791636,0.1833138173489292,0.1678945943735178,0.1583501141720323,0.1576978130562358,0.2624114532298764,0.1662220699903588,0.1498357886090637,0.1533183906124771,0.383386298655748,0.1815601004853371,0.1202171158843241,0.1211060415004916,21571.94921875,15.079999923706056,0.16737676561485285,0.030129948989129268,0.038473592221396485,0.010110774522697707,0.008376373175514207,0.006966303478297714,0.025616004292693395,0.12321011583847608,0.1216430227842098,-0.020894393512082443,-0.0021624797832171527,0.20434055325651745,0.1504528982456775,1.510000228881836,2.109999656677248,-0.03696378764166461,180770900,123634000,0.6839264505514991,0.3935022892807545,-0.0015868465361925654,2,0,4,1,0.13724681662572358,0.12890317339345636,0.018235300212378208,-0.06327832366397611,-0.004056902726984307,0.024744372487816996,0.9545678271933176,0.9357381911143595,13.56999969482422,12.970000267028809
2024-01-18,0.2564135131088383,0.1291456465604691,0.127869425170305,0.127487934191662,0.2021103502489697,0.1576738854990126,0.1257486457502777,0.1255106845928093,0.1618508396667167,0.175454707570038,0.1658278231057761,0.157213453240552,0.149944655147226,0.1575447575189167,0.1566217614590686,0.1445183023878092,0.1576907811761576,0.1580833976801058,0.1534100200911823,0.1346838259501035,0.1758915371363349,0.1606906593791715,0.12352015611754,0.1233966255505278,0.1468129136263793,0.1438655385130801,0.132699584625971,0.1232836410305667,0.1255434176317101,0.131354198486693,0.1331195172993081,0.1230999147830259,0.1005815741360383,0.1057574800325205,0.1221425287741222,0.122375067062763,0.383386298655748,0.1191854101381714,0.1209333526947475,0.1212794282558295,21462.25,14.06999969482422,0.14668298397297747,-0.02069378164187538,0.023626470788742734,-0.036307422035006615,-0.04410050908334501,0.004637386426164708,0.0024435028486841925,0.0945626734421216,0.05034811950462481,-0.0050852715087356115,-0.00854379436716246,0.2060646735403101,0.1482074768967638,-1.010000228881836,1.2999992370605487,-0.05938168956733264,65983900,48447800,0.7342366850095251,-0.6349860514053977,-0.6081353025866671,3,1,0,1,0.16737676561485285,0.12305651318423473,0.010110774522697707,0.01643651694150959,0.006966303478297714,-0.02282348439536669,0.6839264505514991,0.9416307392590126,15.079999923706056,12.770000457763672
2024-01-19,0.2365857610665328,0.1320603628560336,0.1280455349941467,0.1275334809797129,0.1872486428444303,0.1881370685721387,0.1256489824939437,0.1254095812313849,0.1454996484505437,0.1647364908023147,0.1600378485927849,0.1522265663013,0.1384552279304403,0.1487483073308578,0.1484455830492594,0.1245013762266978,0.1557716374186581,0.1492077132978611,0.1448854668966985,0.13828583871781,0.1831112895684815,0.1639593217038899,0.1235597845330935,0.1233817713224905,0.143877105948097,0.145979805139562,0.1416286617747529,0.1364144267423437,0.1200690402039005,0.1300379137936189,0.1321621578570912,0.1296071118830565,0.0959747103779749,0.1080342317890187,0.121994887918006,0.1223797384749863,0.383386298655748,0.1179050287614784,0.1207875161145994,0.1211684124470658,21622.400390625,13.880000114440918,0.14179709723557632,-0.004885886737401146,0.0129192542535006,-0.0254306082466432,-0.0346985770086958,-0.006726917850756298,-0.009538071679156018,0.09108611261598912,0.063042249364581,0.00746195718645537,-0.012430051355886373,0.19163574729364774,0.15341697770537613,-0.18999958038330256,0.7799997329711896,-0.04983865005807142,92371100,62517450,0.6768074646723922,0.3999036128510136,0.2904084395989086,4,0,1,1,0.14668298397297747,0.12887784298207572,-0.036307422035006615,-0.003544276975596408,0.004637386426164708,-0.01960586200989499,0.7342366850095251,1.2198699111865718,14.06999969482422,13.100000381469728
2024-01-23,0.1881415643152997,0.1611258583300278,0.1297099777658578,0.1281623391576773,0.1872486428444303,0.172253637201337,0.1262960004560229,0.1261533285289889,0.1499470021356463,0.1691188971162224,0.1666055004060876,0.1561625033849375,0.2030827351621142,0.1692147356357859,0.1638176608736622,0.1520664906368871,0.2780168327350921,0.1855370421617429,0.1673334856957332,0.1554902300559541,0.2614222923374439,0.1963041684952748,0.1837962407108277,0.1240586794574276,0.2185731806328333,0.1846223646892875,0.1759682176875524,0.1239925202939923,0.2352761853014259,0.1772448407550973,0.1685814602459038,0.1590287923376923,0.3402488443987783,0.1768431028049139,0.1629720506582796,0.1551276098577347,0.4834824012185622,0.1880170020246349,0.1220935656976469,0.1219682854272091,21238.80078125,14.850000381469728,0.17274564771037662,0.0309485504748003,0.03273812448660535,0.08532918316577962,0.008125943638874894,-0.006215501249291211,0.07624739296373362,0.03819456217965339,0.026146107036017996,-0.01774084294273448,-0.038857355389753545,0.18343673442055905,0.17216276910144845,0.9700002670288104,1.060000419616701,-0.01069108671018243,121765350,84354450,0.6927623498803231,0.3182191183173091,0.34929447698202654,1,0,2,1,0.14179709723557632,0.14000752322377127,-0.0254306082466432,-0.00519296480866982,-0.006726917850756298,-0.0008682547226751824,0.6768074646723922,1.1316343756081444,13.880000114440918,13.789999961853027
2024-01-24,0.4937807313175399,0.2701974901373996,0.1294876926520557,0.1285005292675726,0.3445620341497897,0.2212333733892004,0.186306934049628,0.1265578253331414,0.1938121139183021,0.1870433325075848,0.1721880816096781,0.1580757111773042,0.1949834485779708,0.1682465806960238,0.1609755086858665,0.1493712976548752,0.290318875317112,0.1699697908734716,0.1603142148847944,0.1474536880138387,0.3474266559996919,0.1860154878459739,0.1686111780166897,0.1243044256404802,0.2426797401366124,0.1632567106435919,0.1595567475672925,0.1242208789403856,0.159708374261696,0.1417500654696928,0.1426417238149346,0.139029022797406,0.3402488443987783,0.107598978388826,0.1233607109196605,0.1260991341738927,0.4834824012185622,0.1184092589473294,0.1209393806784211,0.1219959302548701,21453.94921875,14.380000114440918,0.16178105319457484,-0.010964594515801784,0.02453423656885126,-0.0341037396566061,-0.04529326703789199,0.0357364027409979,0.020679351464290008,0.2999686173992378,0.1877182817379959,0.010129971071150878,-0.02625016643709721,0.22434922503844917,0.18121136784163924,-0.47000026702881037,0.8100004196166974,-0.06256817184387434,140777350,105972850,0.7527691777121817,0.15613637212885267,0.2562804926118303,2,0,3,1,0.17274564771037662,0.13724681662572358,0.08532918316577962,0.018235300212378208,-0.006215501249291211,-0.004056902726984307,0.6927623498803231,0.9545678271933176,14.850000381469728,13.56999969482422
2024-01-25,0.2326592307970075,0.1317555765729631,0.1289402215453014,0.1280347445071645,0.2011271380064738,0.1480663877642294,0.1263721084578835,0.1262713839604012,0.170007966315583,0.1629167442683924,0.1478897856876268,0.1387790118185411,0.16047768617891,0.1543139751687848,0.1441888609747712,0.1397399119527791,0.1650240518626571,0.1547853703672775,0.1447328401102657,0.1350747491066653,0.1824846692759155,0.1680426369502266,0.124134412187535,0.1240717975542798,0.1550695640320416,0.1523195548939619,0.1335984193967381,0.1334469648501257,0.1377023361701851,0.1362123193619168,0.1373377279500586,0.1349339115309206,0.1141052205885367,0.1227312361661102,0.1231866045461371,0.12305964288397,0.1042424857872324,0.1192186384434224,0.1209661060130663,0.1219806634184484,21352.599609375,13.869999885559082,0.14572247538790306,-0.016058577806671775,-0.021654290226949785,-0.03230563014539789,-0.026704424906475593,0.031228954497041883,0.002768424639264494,0.06265126448142452,0.044782333105730404,-0.004724053755400193,-0.010168279516639345,0.1777267939860302,0.18105619476029003,-0.5100002288818359,-1.2100000381469744,-0.032004318598127135,31184250,27539550,0.8831236922484909,-0.7784853174178943,-0.7401263625541825,3,1,0,1,0.16178105319457484,0.16737676561485285,-0.0341037396566061,0.010110774522697707,0.0357364027409979,0.006966303478297714,0.7527691777121817,0.6839264505514991,14.380000114440918,15.079999923706056
2024-01-29,0.3722213192695351,0.1386386013837502,0.1572964835885439,0.1294089697929886,0.2666406136440317,0.2153311418143459,0.1739894001175483,0.1278570543172073,0.2357422295332436,0.1904998489685878,0.1707010094612757,0.1560744449787205,0.2148650057446692,0.1801860504803484,0.1628390354472381,0.1361676481308665,0.215111937650576,0.1753273032343925,0.1592180763830772,0.1262127081600506,0.274630136621511,0.2126979869960523,0.1861961098628132,0.1484351400439706,0.2355417177774708,0.1940289813290052,0.1771686343261741,0.165006485193017,0.20994192079686,0.1786243340993976,0.1662678337904616,0.1541256541559147,0.1614522247225249,0.1624247457011834,0.1246237253294795,0.124485715724644,0.1042424857872324,0.1203678806406989,0.1227053976154062,0.1232307453753766,21737.599609375,15.68000030517578,0.18274715947305767,0.03702468408515461,0.0360641755000802,-0.025800308736383615,-0.011875514869190196,0.07966778455452311,0.0558162666409453,0.1364790897362915,0.06468821582465098,0.018030591452244726,0.012829484763946075,0.22250218567135657,0.20532126719633867,1.8100004196166974,1.610000610351559,-0.039755026198298904,60949200,52468250,0.8608521522841973,0.9544866398903293,0.905196344893072,0,0,1,1,0.14572247538790306,0.14668298397297747,-0.03230563014539789,-0.036307422035006615,0.031228954497041883,0.004637386426164708,0.8831236922484909,0.7342366850095251,13.869999885559082,14.06999969482422
2024-01-30,0.3398594704468867,0.1393407202047773,0.1306936874938566,0.1297930150618245,0.2959719252838333,0.2094052444370473,0.1280417175140416,0.1276771917817065,0.2503497989596304,0.2001281394263711,0.1767053116767203,0.1614936271441871,0.2379524349827242,0.1927044899386862,0.1722664778402555,0.1571519837840962,0.2657822473139253,0.1919426300964427,0.1703143867155161,0.1543031563244035,0.2751710648175378,0.2139755890742082,0.1257345551732315,0.1256354078003847,0.2498051565579046,0.1993563501858153,0.1794407470898294,0.1671155154154774,0.2266761151985337,0.1882252237624848,0.172182896210269,0.1631464407297903,0.1910942520165137,0.1749765903598592,0.1674780905699852,0.1248572073601903,0.1042424857872324,0.151105596733596,0.1227656851473186,0.1236067529866379,21522.099609375,16.100000381469727,0.19236344413849835,0.009616284665440678,0.05056634690292203,-0.023673683761096687,-0.011902915663886293,0.08885617181544328,0.06352967446874341,0.0895096714872563,0.04849494961900408,-0.009913698102483215,-0.0046387440542211555,0.23269773195498325,0.2014103213773907,0.4200000762939471,2.2200002670288086,-0.040334287816484904,82336950,57058200,0.6929841340977532,0.3509110866098324,0.087480523935904,1,0,2,1,0.18274715947305767,0.14179709723557632,-0.025800308736383615,-0.0254306082466432,0.07966778455452311,-0.006726917850756298,0.8608521522841973,0.6768074646723922,15.68000030517578,13.880000114440918
